학수번호,강의명,시간,교수명,전공명
KMSE317-00,고분자재료합성(영강),화(1) 창의관 B113호 목(1) 창의관 B113호,서지훈,신소재공학부
KMSE319-00,신소재종합설계Ⅰ,월(7-10) 신공학관B101호,오승주,신소재공학부
KMSE401-01,졸업종합설계Ⅰ,토(7-10) ,이재철,신소재공학부
KMSE401-02,졸업종합설계Ⅰ,토(7-10) ,성태연,신소재공학부
KMSE401-03,졸업종합설계Ⅰ,토(7-10) ,이해근,신소재공학부
KMSE401-04,졸업종합설계Ⅰ,토(7-10) ,서지훈,신소재공학부
KMSE401-05,졸업종합설계Ⅰ,토(7-10) ,손석수,신소재공학부
KMSE403-00,금속재료,월(6) 과도관 409호 수(6) 과도관 409호,손석수,신소재공학부
KMSE405-00,반도체공정,화(1) 창의관 116호 목(1) 창의관 116호,김동환,신소재공학부
KMSE407-00,광소재및소자(영강),월(4) 창의관 205호 수(4) 창의관 205호,성태연,신소재공학부
KMSE411-00,분자바이오소재(영강),화(3) 창의관 B114호 목(3) 창의관 B114호,강희민,신소재공학부
KMSE413-00,고분자전자재료,화(4) 창의관 205호 목(4) 창의관 205호,윤호규,신소재공학부
KMSE415-00,에너지환경재료(영강),화(6) 창의관 127호 목(6) 창의관 127호,강용묵,신소재공학부
KMSE417-00,융합기술및신소재응용,월(5) 신공학관B105호 수(5) 신공학관B105호,김영근,신소재공학부
KECE205-01,전기회로실험(영강),화(5-6) 신공학관106호(실험실),이상빈,전기전자공학부
KECE205-02,전기회로실험,화(5-6) 신공학관107호(실험실),최승연,전기전자공학부
KECE205-03,전기회로실험,화(5-6) 신공학관108호(실험실),석준희,전기전자공학부
KECE205-04,전기회로실험,화(5-6) 신공학관110호(실험실),신원재,전기전자공학부
KECE205-05,전기회로실험,목(5-6) 신공학관106호(실험실),장길수,전기전자공학부
KECE205-06,전기회로실험,목(5-6) 신공학관107호(실험실),주성관,전기전자공학부
KECE205-07,전기회로실험,목(5-6) 신공학관108호(실험실),이기복,전기전자공학부
KECE205-08,전기회로실험,목(5-6) 신공학관110호(실험실),심재원,전기전자공학부
KECE207-01,디지털시스템,월(1-2) 하나과학관 지하 108호,최린,전기전자공학부
KECE207-02,디지털시스템,월(2) 창의관 117호 수(2) 창의관 117호,김선욱,전기전자공학부
KECE207-03,디지털시스템(영강),월(2) 창의관 205호 수(2) 창의관 205호,곽진태,전기전자공학부
KECE207-04,디지털시스템(영강),월(2) 창의관 207호 수(2) 창의관 207호,오윤호,전기전자공학부
KECE209-01,확률및랜덤프로세스,화(1) 신공학관B104호 목(1) 신공학관B104호,강충구,전기전자공학부
KECE209-02,확률및랜덤프로세스(영강),화(1) 창의관 203호 목(1) 창의관 203호,이상현,전기전자공학부
KECE209-03,확률및랜덤프로세스(영강),화(1) 아산이학관 230호 목(1) 아산이학관 230호,이남윤,전기전자공학부
KECE209-04,확률및랜덤프로세스(영강),화(1) 신공학관B105호 목(1) 신공학관B105호,김중헌,전기전자공학부
KECE211-01,전기회로(영강),월(4) 신공학관B102호 수(4) 신공학관B102호,이상빈,전기전자공학부
KECE211-02,전기회로(영강),월(4) 창의관 116호 수(4) 창의관 116호,최승연,전기전자공학부
KECE211-03,전기회로(영강),월(4) 창의관 203호 수(4) 창의관 203호,궁재하,전기전자공학부
KECE211-04,전기회로(영강),월(4) 창의관 B113호 수(4) 창의관 B113호,신원재,전기전자공학부
KECE231-01,공학수학Ⅰ,화(2) 창의관 203호 목(2) 창의관 203호,안춘기,전기전자공학부
KECE231-02,공학수학Ⅰ(영강),화(2) 공학관 466호 목(2) 공학관 466호,차영수,전기전자공학부
KECE231-03,공학수학Ⅰ(영강),화(2) 과도관 410호 목(2) 과도관 410호,진경환,전기전자공학부
KECE231-04,공학수학Ⅰ(영강),화(2) 아산이학관 331호 목(2) 아산이학관 331호,Beelee Chua,전기전자공학부
KECE301-01,전자회로I,월(5) 창의관 B113호 수(5) 창의관 B113호,이재성,전기전자공학부
KECE301-02,전자회로I,월(5) 창의관 B114호 수(5) 창의관 B114호,박종선,전기전자공학부
KECE301-03,전자회로I(영강),월(5) 창의관 205호 수(5) 창의관 205호,김용신,전기전자공학부
KECE301-04,전자회로I(영강),월(5) 아산이학관 230호 수(5) 아산이학관 230호,이형민,전기전자공학부
KECE303-01,전자회로설계및실험I,화(2-3) 신공학관106호(실험실),이재성,전기전자공학부
KECE303-02,전자회로설계및실험I,화(2-3) 신공학관107호(실험실),박종선,전기전자공학부
KECE303-03,전자회로설계및실험I,화(2-3) 신공학관108호(실험실),김용신,전기전자공학부
KECE303-04,전자회로설계및실험I(영강),화(2-3) 신공학관110호(실험실),이형민,전기전자공학부
KECE303-05,전자회로설계및실험I,목(2-3) 신공학관106호(실험실),김철우,전기전자공학부
KECE303-06,전자회로설계및실험I,목(2-3) 신공학관107호(실험실),궁재하,전기전자공학부
KECE303-07,전자회로설계및실험I,목(2-3) 신공학관108호(실험실),전상근,전기전자공학부
KECE303-08,전자회로설계및실험I,목(2-3) 신공학관110호(실험실),박정호,전기전자공학부
KECE313-01,신호와시스템(영강),화(4) 창의관 127호 목(4) 창의관 127호,고한석,전기전자공학부
KECE313-02,신호와시스템,화(4) 창의관 B114호 목(4) 창의관 B114호,윤태웅,전기전자공학부
KECE313-03,신호와시스템(영강),화(4) 아산이학관 230호 목(4) 아산이학관 230호,정승원,전기전자공학부
KECE323-01,전자장,화(1) 창의관 B114호 목(1) 창의관 B114호,김문일,전기전자공학부
KECE323-02,전자장,월(2) 창의관 B114호 수(2) 창의관 B114호,전상근,전기전자공학부
KECE331-01,반도체공학Ⅰ,월(1) 창의관 B113호 수(1) 창의관 B113호,김규태,전기전자공학부
KECE331-02,반도체공학Ⅰ(영강),월(1) 공학관 566호 수(1) 공학관 566호,심재원,전기전자공학부
KECE343-00,컴퓨터구조,월(4) 아산이학관 535호 수(4) 아산이학관 535호,최린,전기전자공학부
KECE345-00,전기전자공학도를위한기계학습과지능(영강),수(6-8) 아산이학관 112호,곽진태,전기전자공학부
KECE361-01,전력공학Ⅰ,월(4) 공학관 466호 월(4) 창의관 101호 수(4) 공학관 466호 수(4) 창의관 101호,이병준,전기전자공학부
KECE361-02,전력공학Ⅰ,월(2)  수(2) ,장길수,전기전자공학부
KECE361-03,전력공학Ⅰ,월(4) 신공학관B101호 수(4) 신공학관B101호,주성관,전기전자공학부
KECE403-00,종합설계Ⅰ,금(8-11) 창의관 B113호 토(8-11) 창의관 B113호,김태근,전기전자공학부
KECE411-00,전기전자재료공학,화(4-5) 창의관 106호,주병권,전기전자공학부
KECE415-00,나노전자공학,화(6) 창의관 117호 목(6) 창의관 117호,김상식,전기전자공학부
KECE421-00,정보및부호화이론,월(4) 창의관 127호 수(4) 창의관 127호,허준,전기전자공학부
KECE423-00,통신네트워크설계,화(5) 창의관 101호 화(5) 창의관 127호 목(5) 창의관 101호 목(5) 창의관 127호,백상헌,전기전자공학부
KECE425-00,이동통신공학,화(3) 공학관 368호 목(3) 공학관 368호,강충구,전기전자공학부
KECE437-00,RF공학,월(3) 공학관 366호 수(3) 공학관 366호,전상근,전기전자공학부
KECE445-00,데이터베이스,월(2) 신공학관B105호 수(2) 신공학관B105호,황인준,전기전자공학부
KECE449-00,컴퓨터네트워크,월(6-8) 공학관 250호,김황남,전기전자공학부
KECE461-00,아날로그집적회로,화(5) 신공학관B104호 목(5) 신공학관B104호,김철우,전기전자공학부
KECE463-00,VLSI설계및실험,금(4-6) 창의관 B113호,박종선,전기전자공학부
KECE471-00,컴퓨터비젼,화(2) 창의관 110호 목(2) 창의관 110호,김창수,전기전자공학부
KECE483-00,메카트로닉스,월(4) 공학관 366호 수(4) 공학관 366호,임묘택,전기전자공학부
KECE493-00,반도체프로세스(영강),화(1) 창의관 110호 목(1) 창의관 110호,정승준,전기전자공학부
KECE495-00,전력전자공학(영강),화(3) 신공학관B101호 목(3) 신공학관B101호,이기복,전기전자공학부
KECE499-00,디지털영상처리,월(1) 창의관 B114호 수(1) 창의관 B114호,김종옥,전기전자공학부
NEIK242-00,에너지환경기술,화(5)  목(5) ,이기봉,화공생명공학과
NEIK332-00,화학적에너지수송,수(3-4) ,강정원,화공생명공학과
NEIK342-00,에너지기후변화정책,수(5-6) 창의관 203호,우종률,에너지환경정책기술학과
NEIK411-00,태양에너지공학,수(11)  금(5-6) ,이해석,에너지환경정책기술학과
NEIK422-00,차세대에너지저장변환공학,화(6) 창의관 B114호 화(11) 창의관 B114호 목(6) 창의관 B114호,유승호,화공생명공학과
NEIK443-00,에너지신산업캡스톤디자인Ⅱ,월(5-6) ,백세웅,화공생명공학과
CHBE207-01,물리화학,화(2) 신공학관B105호 목(2) 신공학관B105호,안동준,화공생명공학과
CHBE207-02,물리화학(영강),화(2) 신공학관B101호 목(2) 신공학관B101호,봉기완,화공생명공학과
CHBE211-01,공학수학I,월(4) 창의관 207호 수(4) 창의관 207호,문준혁,화공생명공학과
CHBE211-02,공학수학I(영강),월(4) 하나과학관 지하 128호 수(4) 하나과학관 지하 128호,임상혁,화공생명공학과
CHBE223-00,유기화학Ⅰ,화(1) 신공학관B102호 목(1) 신공학관B102호,오민규,화공생명공학과
CHBE308-00,반도체화학공정(영강),월(3) 신공학관B101호 수(3) 신공학관B101호,정윤장,화공생명공학과
CHBE323-01,열및물질전달,월(2) 신공학관B104호 수(2) 신공학관B104호,이기봉,화공생명공학과
CHBE323-02,열및물질전달(영강),월(2) 과도관 408호 수(2) 과도관 408호,최정규,화공생명공학과
CHBE327-00,반응공학,월(1) 신공학관B102호 수(1) 신공학관B102호,이관영,화공생명공학과
CHBE339-00,미생물생명공학,화(6) 신공학관B101호 목(6) 신공학관B101호,이지원,화공생명공학과
CHBE342-00,화공재료과학,화(2) 창의관 205호 목(2) 창의관 205호,하정숙,화공생명공학과
CHBE345-00,화공생명공학연구방법및동향,화(3-4) 신공학관B102호,방준하,화공생명공학과
CHBE403-00,전기화학공학(영강),화(4) 창의관 203호 목(4) 창의관 203호,유승호,화공생명공학과
CHBE406-00,생물분리공정(영강),월(4) 하나과학관 지하 102호 수(4) 하나과학관 지하 102호,양동수,화공생명공학과
CHBE413-00,의생명화학공학,화(2) 신공학관B104호 목(2) 신공학관B104호,심상준,화공생명공학과
CHBE414-00,효소공학,월(5) 하나과학관 지하 215호 수(5) 하나과학관 지하 215호,김중배,화공생명공학과
CHBE417-00,공정및제품설계(영강),월(5) 신공학관B102호 수(5) 신공학관B102호,원왕연,화공생명공학과
CHBE418-00,나노화학공학(영강),월(4) 과도관 409호 수(4) 과도관 409호,백세웅,화공생명공학과
CHBE419-00,고분자물성,화(5) 창의관 203호 목(5) 창의관 203호,방준하,화공생명공학과
CHBE423-00,화공생명공학특강Ⅰ(영강),화(6) 창의관 205호 목(6) 창의관 205호,곽상규,화공생명공학과
CHBE428-00,유변학및고분자가공,화(1) 창의관 127호 목(1) 창의관 127호,정현욱,화공생명공학과
CHBE441-00,학부세미나I(영강),수(6-7) 공학관 566호,문준혁,화공생명공학과
CHBE471-01,화공생명공학실험Ⅱ,월(7-10) ,백세웅,화공생명공학과
CHBE471-02,화공생명공학실험Ⅱ,월(7-10) ,방준하,화공생명공학과
CHBE471-03,화공생명공학실험Ⅱ,목(7-10) ,정윤장,화공생명공학과
CHBE471-04,화공생명공학실험Ⅱ,목(7-10) ,이기봉,화공생명공학과
CHBE471-05,화공생명공학실험Ⅱ,금(7-10) ,양동수,화공생명공학과
RUSS201-01,중급러시아어I(외국어강의),수(3) 서관 314B호 금(3) 서관 314B호,김진규,노어노문학과
RUSS201-02,중급러시아어I(외국어강의),수(3) 교양관 313호 금(3) 교양관 313호,정혜린,노어노문학과
RUSS205-00,러시아문학기행,월(2) 서관 401호 수(2) 서관 401호,석영중,노어노문학과
RUSS207-01,중급러시아어회화I(외국어강의),화(3) 국제관 218호 목(3) 국제관 218호,보주코 발렌티나,노어노문학과
RUSS207-02,중급러시아어회화I(외국어강의),화(7) 국제관 511B호 목(7) 국제관 511B호,보주코 발렌티나,노어노문학과
RUSS213-00,러시아어의구조,월(4) 국제관423 수(4) 국제관423,이남경,노어노문학과
RUSS218-00,러시아문학과영상예술I,월(6-8) 서관 132호,이형숙,노어노문학과
RUSS259-00,러시아역사세미나,수(3) 교육관 301호 금(3) 교육관 301호,김주연,노어노문학과
RUSS325-00,근대러시아소설,화(5) 국제관 307B호 목(5) 국제관 307B호,이명현,노어노문학과
RUSS335-00,러시아문학강독과번역,화(6)  목(6) ,김혜란,노어노문학과
RUSS363-00,고급러시아어회화I(외국어강의),화(4) 서관 224B호 목(4) 서관 224B호,보주코 발렌티나,노어노문학과
RUSS365-00,근대러시아문화와시,금(1-2) 교양관 413호,임혜영,노어노문학과
RUSS373-01,고급러시아어I(외국어강의),수(4) 서관 403호 금(4) 서관 403호,김진규,노어노문학과
RUSS373-02,고급러시아어I(외국어강의),수(4) 교양관 109호 금(4) 교양관 109호,정영주,노어노문학과
RUSS377-00,러시아정치와국제관계,화(6) 정경관 501호 목(6) 정경관 501호,김태연,노어노문학과
RUSS463-00,러시아어교과교육론,수(6-8) 교양관 314호,정지윤,노어노문학과
RUSS483-00,러시아어토르플I(외국어강의),화(2) 국제관 112호 목(2) 국제관 112호,보주코 발렌티나,노어노문학과
RUSS485-00,러시아어교과논리및논술,화(2) 국제관 218호 목(2) 국제관 218호,손재은,노어노문학과
RUSS490-00,러시아예술과문화산업,월(5)  수(5) ,류순옥,노어노문학과
GERM203-00,독어학개론,화(4) 국제관 217호 목(4) 국제관 217호,박성철,독어독문학과
GERM205-00,독문학개론,월(5) 서관 225호 수(5) 서관 225호,신지영,독어독문학과
GERM210-00,독일명작의고향,화(4)  목(4) ,송민정,독어독문학과
GERM222-00,광고로읽는독일문화,월(2) 서관 404호 수(2) 서관 404호,김용현,독어독문학과
GERM325-00,독일문학과미디어,화(5) 국제관 317호 목(5) 국제관 317호,신지영,독어독문학과
GERM335-00,독일어권정치경제개관,화(6)  목(6) ,이정린,독일어권문화연구소 
GERM339-00,독일문화산업,월(5)  수(5) ,이은희,독어독문학과
GERM349-00,독해와문법Ⅰ,화(3) 현차관 B202호 목(3) 현차관 B202호,김재영,독어독문학과
GERM351-01,독어 CEFR B I-I(외국어강의),수(1) 서관 317호 금(1) 서관 317호,Christoph Seifener,독어독문학과
GERM351-02,독어 CEFR B I-I(외국어강의),수(1) 서관 224B호 금(1) 서관 224B호,전지선,독어독문학과
GERM357-00,독일어텍스트의이해,화(2) 국제관 317호 목(2) 국제관 317호,박성철,독어독문학과
GERM371-00,독일지역학,월(5) CJ법학관 316호 수(5) CJ법학관 316호,정미경,독어독문학과
GERM411-00,독일현대연극,월(4) 정경관 507호 수(4) 정경관 507호,이경미,독어독문학과
GERM419-00,미디어독일어,월(4) 미디어관 505호 수(4) 미디어관 505호,김재영,독어독문학과
GERM430-00,독일청소년문학,월(3) 교육관 304호 수(3) 교육관 304호,이진숙,독어독문학과
GERM431-00,시사번역,월(2) 국제관 317호 수(2) 국제관 317호,김인순,독어독문학과
GERM435-00,비즈니스독일어연습,화(2) CJ법학관 315호 목(2) CJ법학관 315호,최경인,독어독문학과
GERM442-00,독일어권법문화의이해,화(3) CJ법학관 316호 목(3) CJ법학관 316호,이정린,독일어권문화연구소 
GERM444-00,독일어교과논리및논술,화(5) 교육관 406호 목(5) 교육관 406호,최가연,독어독문학과
GERM453-00,한독문화비교,월(6) 국제관 511A호 수(6) 국제관 511A호,신명훈,독어독문학과
FRAN209-00,프랑스어문법,월(4) 서관 316A호 수(4) 서관 316A호,이영훈,불어불문학과
FRAN215-00,집중프랑스어(외국어강의),월(5) 교양관 413호 수(5) 교양관 413호,김준한,불어불문학과
FRAN231-00,프랑스문학의이해,월(3) 서관 317호 수(3) 서관 317호,Simon Kim,불어불문학과
FRAN233-00,프랑스어의이해,월(2) 서관 316A호 수(2) 서관 316A호,이영훈,불어불문학과
FRAN241-00,DELFⅠ(외국어강의),화(5)  목(5) ,박선희,불어불문학과
FRAN335-00,프랑스문학사I(외국어강의),화(4) 서관 317호 목(4) 서관 317호,Simon Kim,불어불문학과
FRAN339-00,프랑스시와번역,월(2) 서관 403호 수(2) 서관 403호,조재룡,불어불문학과
FRAN351-00,프랑스시의이해(외국어강의),화(2) 서관 314A호 목(2) 서관 314A호,손주경,불어불문학과
FRAN353-00,프랑스희곡과시나리오(외국어강의),화(3) 서관 316A호 목(3) 서관 316A호,이순희,불어불문학과
FRAN355-00,프랑스의언어와역사(외국어강의),화(5) 서관 225호 목(5) 서관 225호,김준한,불어불문학과
FRAN357-00,프랑스현대소설,화(1) 서관 403호 목(1) 서관 403호,지영래,불어불문학과
FRAN359-00,프랑스문화산업,월(3) 교육관 303호 수(3) 교육관 303호,조주은,불어불문학과
FRAN427-00,프랑스어교과교육론(외국어강의),월(5) 국제관 216호 수(5) 국제관 216호,박선희,불어불문학과
FRAN431-00,번역과글쓰기(외국어강의),월(3) 서관 316A호 수(3) 서관 316A호,Jeanmaire Guillaume,불어불문학과
FRAN437-00,프랑스어실용작문(외국어강의),화(3) 서관 404호 목(3) 서관 404호,Jeanmaire Guillaume,불어불문학과
FRAN451-00,프랑스사상과문화(외국어강의),화(6) 교양관 102호 목(6) 교양관 102호,Simon Kim,불어불문학과
FRAN453-00,프랑스비평사,월(5) 서관 316A호 수(5) 서관 316A호,조재룡,불어불문학과
HOEW201-00,역사학개론,월(2) 서관 132호 수(2) 서관 132호,나혜심,독어독문학과
HOEW202-00,동아시아사입문,수(3) 국제관423 금(3) 국제관423,정상호,사학과
HOEW223-00,다민족의중국사(영강),월(4) 서관 314B호 수(4) 서관 314B호,김한웅,사학과
HOEW305-00,중국문명과제국체제,월(6-8) 서관 317호,김호,사학과
HOEW311-00,서양고대사,화(2) 정경관 507호 목(2) 정경관 507호,고경주,사학과
HOEW313-00,서양근세사,화(5) 교양관 313호 목(5) 교양관 313호,염운옥,사학과
HOEW315-00,서양최근세사,화(4) 교양관 111호 목(4) 교양관 111호,오인영,사학과
HOEW363-00,영국문화사,금(2-3) 서관 316B호,김철기,사학과
HOEW365-00,독일문화사,목(6-8) 교육관 501호,박혜정,역사교육과
HOEW401-00,일본사,월(2) 서관 225호 수(2) 서관 225호,이형식,아세아문제연구원
HOEW403-00,인도사,화(6-8) 교양관 412호,신민하,사학과
HOEW409-00,동아시아현대사,화(5) 서관 317호 목(5) 서관 317호,박상수,사학과
HOEW417-00,서양의자본주의와제국주의,금(2-3) 서관 315호,민경현,사학과
HOEW421-00,중국사특강Ⅰ,화(3) 교육관 307호 목(3) 교육관 307호,박시현,사학과
HOEW431-00,서양사특강Ⅰ,화(5-6) 서관 224B호,최덕규,사학과
HOEW450-00,중국문화사,화(3) 서관 317호 목(3) 서관 317호,이훈,사학과
HOEW459-00,동아시아사사료선독,월(5) 교육관 504호 수(5) 교육관 504호,권용철,사학과
SOCI207-00,현대사회학이론,화(5) 교양관 109호 목(5) 교양관 109호,박형신,사회학과
SOCI233-00,사회조직론,월(5) 서관 307호 수(5) 서관 307호,김영신,노동대학원
SOCI240-00,사회심리학,월(2)  수(2) ,윤인진,사회학과
SOCI273-00,북한사회의이해,금(1-2) 서관 307호,조한범,사회학과
SOCI290-00,사회학으로의초대,금(5-6) 서관 132호,신은경,사회학과
SOCI291-01,사회학적상상력,화(5) 서관 215호 목(5) 서관 215호,조대엽,사회학과
SOCI291-02,사회학적상상력,금(2-3) 국제관 322호,박정민,인문융합연구원
SOCI292-00,사회학발달사,화(3) 교양관 204호 목(3) 교양관 204호,박형신,사회학과
SOCI294-00,사회조사방법(영강),화(3) 서관 202호 목(3) 서관 202호,송효종,사회학과
SOCI295-00,사회통계,수(2) 국제관423 금(2) 국제관423,장안식,사회학과
SOCI315-00,사회발전론,월(3) 서관 401호 수(3) 서관 401호,김경필,사회학과
SOCI321-00,데이터사이언스와사회학(영강),월(5) 서관 215호 수(5) 서관 215호,신은경,사회학과
SOCI343-00,비교사회학,월(6) 교양관 102호 수(6) 교양관 102호,홍성태,사회학과
SOCI347-00,한국의사회와문화(영강),화(5-6) 서관 401호,김철규,사회학과
SOCI348-00,집합행동론,월(4) 국제관 114호 수(4) 국제관 114호,박정민,인문융합연구원
SOCI358-00,직업과사회,월(5) 국제관423 수(5) 국제관423,이종선,노동대학원
SOCI363-00,질적연구방법(영강),화(2) 서관 315호 목(2) 서관 315호,장서현,사회학과
SOCI365-00,노동사회학(영강),화(4) 서관 314B호 목(4) 서관 314B호,김승진,사회학과
SOCI376-00,정신건강의사회학,화(5) 서관 316B호 목(5) 서관 316B호,김진영,사회학과
SOCI379-00,일반사회교과교육론,목(7-9) 서관 401호,심소현,사회학과
SOCI446-00,문화사회학(영강),금(4-5) 교양관 404호,이지훈,사회학과
SOCI464-00,법과사회(영강),수(1) 서관 315호 금(1) 서관 315호,장안식,사회학과
SOCI468-00,노년사회학,화(1) 서관 307호 목(1) 서관 307호,김수영,사회학과
SOCI471-00,역사사회학(영강),월(6-8) 서관 314B호,정일준,사회학과
SOCI496-00,사회문제와복지국가,월(6) 서관 307호 수(6) 서관 307호,김원섭,사회학과
SPAN201-00,시청각스페인어I(외국어강의),월(1) 서관 403호 수(1) 서관 403호,LOPEZ MATA DEBORA,서어서문학과
SPAN211-00,중급스페인어연습I(외국어강의),월(3)  수(3) ,정인태,서어서문학과
SPAN213-00,스페인어산문강독(외국어강의),월(2) 국제관 324호 수(2) 국제관 324호,LOPEZ MATA DEBORA,서어서문학과
SPAN218-00,라틴아메리카단편소설강독,화(1) 서관 314B호 목(1) 서관 314B호,배지완,서어서문학과
SPAN302-00,스페인어사,월(4) 교육관 305호 수(4) 교육관 305호,신태식,서어서문학과
SPAN303-00,스페인어어원및계통론,화(4) 서관 314A호 목(4) 서관 314A호,이재학,서어서문학과
SPAN313-00,서중남미지역학I,화(5) 교육관 506호 목(5) 교육관 506호,김희순,스페인· 라틴아메리카연구소
SPAN315-00,라틴아메리카문화사,월(7-8) L-P 205호 수(7-8) L-P 205호,박수경,서어서문학과
SPAN323-00,스페인시(외국어강의),월(2) CJ법학관 315호 수(2) CJ법학관 315호,장재원,인문융합연구원
SPAN361-00,스페인희곡,월(5) 서관 317호 수(5) 서관 317호,김선욱,서어서문학과
SPAN364-00,스페인문학비평,월(4) 교육관 307호 수(4) 교육관 307호,장재원,인문융합연구원
SPAN371-00,스페인중세문학,화(5) 정경관 501호 목(5) 정경관 501호,백승욱,민족문화연구원
SPAN375-00,돈키호테론,월(7-8) 국제관 332호 수(7-8) 국제관 332호,김재선,서어서문학과
SPAN401-00,사회언어학,월(5) 사대신관 124호 수(5) 사대신관 124호,박소현,서어서문학과
SPAN415-00,라틴아메리카페미니즘연구,화(6) 국제관 322호 목(6) 국제관 322호,최은경,스페인· 라틴아메리카연구소
SPAN417-00,보르헤스와포스트모더니즘,화(2) 서관 401호 목(2) 서관 401호,배지완,서어서문학과
SPAN480-00,라틴아메리카개발협력,금(5-6) 서관 316B호,,
SPAN481-00,라틴아메리카국제관계,월(3) SK미래관 4005 수(3) SK미래관 4005,손혜현,스페인· 라틴아메리카연구소
LING201-00,일반언어학,월(2) 교양관 111호 수(2) 교양관 111호,강범모,언어학과
LING221-00,기호학,화(3) 교육관 302호 목(3) 교육관 302호,이진영,언어학과
LING301-00,음운론(영강),화(5-6) SK미래관 522,이주경,언어학과
LING303-00,언어학사,월(1) 교육관 102호 수(1) 교육관 102호,도정업,언어학과
LING311-00,통사론(영강),월(1) 서관 225호 수(1) 서관 225호,이지은,언어학과
LING372-00,시각기호학,화(5) 교육관 305호 목(5) 교육관 305호,박일우,언어학과
LING405-00,언어와컴퓨터I,화(2) 교육관 303호 목(2) 교육관 303호,송상헌,언어학과
LING421-00,언어와미디어,화(3) 서관 132호 목(3) 서관 132호,신웅재,언어학과
LING424-00,법언어학,월(4) 서관 132호 수(4) 서관 132호,정유진,언어학과
LING471-00,응용기호학,화(6-8) 현차관 B201호,최장순,언어학과
LING472-00,사회언어학,화(4) 교육관 303호 목(4) 교육관 303호,김성도,언어학과
LING475-00,언어와시각예술,화(5) 현차관 B202호 목(5) 현차관 B202호,박계연,언어학과
LING481-00,언어학특강I,목(6-8) 서관 307호,황유미,융합뇌신경연구소
LING491-00,언어학강독I,월(5) CJ법학관 315호 수(5) CJ법학관 315호,홍정하,언어학과
ENGL201-00,영미시개론(영강),화(2) 서관 215호 목(2) 서관 215호,장성현,영어영문학과
ENGL202-00,영미소설개론(영강),월(1) 국제관423 수(1) 국제관423,안선영,영어영문학과
ENGL211-00,영어학개론(영강),화(3) 서관 401호 목(3) 서관 401호,이진형,영어영문학과
ENGL220-01,전공영문글쓰기(영강),월(5) 교양관 402호 수(5) 교양관 402호,Peter N. McAuley,영어영문학과
ENGL220-02,전공영문글쓰기(영강),화(4) 서관 225호 목(4) 서관 225호,Kathleen Lee,영어영문학과
ENGL238-00,영어음성학,금(5-6) 교육관 504호,남호성,영어영문학과
ENGL267-00,고전영문학의흐름(영강),화(5) 사대본관 113호 목(5) 사대본관 113호,유지연,영어영문학과
ENGL327-00,영미문학과영화(영강),금(3-4) 교양관 104호,Peter N. McAuley,영어영문학과
ENGL329-00,영어의사회언어학(영강),화(2) 서관 316B호 목(2) 서관 316B호,이희경,영어영문학과
ENGL333-00,현대미국소설,월(5) 교양관 111호 수(5) 교양관 111호,신혜원,영어영문학과
ENGL335-00,영미시연구,월(6) 교양관 309호 수(6) 교양관 309호,장성현,영어영문학과
ENGL343-00,미국시,월(2) 서관 315호 수(2) 서관 315호,김양순,영어영문학과
ENGL359-00,19세기영국소설,월(4) 교양관 304호 수(4) 교양관 304호,김동욱,영어영문학과
ENGL361-00,영어발달사,금(5-6) 서관 307호,윤혜빈,영어영문학과
ENGL375-00,비평이론(영강),월(1) 서관 401호 수(1) 서관 401호,김서현,영어영문학과
ENGL383-00,영국희곡,화(6) 서관 225호 목(6) 서관 225호,전준택,영어영문학과
ENGL395-00,번역연습,화(1) 법학관구관 206호 목(1) 법학관구관 206호,김서현,영어영문학과
ENGL399-00,영어학연구,월(4) 서관 401호 수(4) 서관 401호,김정석,영어영문학과
ENGL401-00,초기미국문학,월(3) 교양관 111호 수(3) 교양관 111호,신혜원,영어영문학과
ENGL419-00,영미문학과젠더,월(5) 교양관 310호 수(5) 교양관 310호,윤조원,영어영문학과
ENGL421-00,영미문학특수과제Ⅰ(영강),화(2) 교양관 104호 목(2) 교양관 104호,Peter N. McAuley,영어영문학과
ENGL425-00,응용언어학특수과제(영강),화(1) 서관 317호 목(1) 서관 317호,조민영,영어영문학과
ENGL429-00,최근영미문학,월(4) 서관 315호 수(4) 서관 315호,김양순,영어영문학과
ENGL433-00,영어교과교재연구및지도법,화(6) 교양관 201호 목(6) 교양관 201호,정가영,영어영문학과
ENGL435-00,영문학과계몽주의(영강),월(2) 서관 317호 수(2) 서관 317호,최자윤,영어영문학과
HANM201-00,맹자읽기I,월(6) 서관 315호 수(6) 서관 315호,송호빈,한문학과
HANM251-00,서예의감상과실습I,금(5-6) 서관 215호,김동협,한문학과
HANM255-00,사기열전의역사와인물,화(5) 서관 314A호 목(5) 서관 314A호,송혁기,한문학과
HANM257-00,한문학과문화유산,화(1) 서관 314A호 목(1) 서관 314A호,양원석,한문학과
HANM259-00,한시의세계,화(2) 서관 225호 목(2) 서관 225호,임준철,한문학과
HANM261-00,한문소설의세계,화(3) 국제관 332호 목(3) 국제관 332호,김정숙,한문학과
HANM351-00,한문학비평의세계,월(1) 교육관 307호 수(1) 교육관 307호,박경남,민족문화연구원
HANM361-00,논어읽기,월(3) 정경관 101호 수(3) 정경관 101호,정솔미,한문학과
HANM369-00,한문학과자연과학,월(5) 국제관 307B호 수(5) 국제관 307B호,오보라,한문학과
